public_case_id,base_score_id,base_musicxml_path,prompt,expected_edit_actions_json,tags_json,difficulty
pe_0191,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,Remove measure 120 from the score.,"[{""args"":{""measure_number"":120},""name"":""delete_measure""}]","[""structural"",""measure-deletion"",""orchestral"",""structural_layout""]",medium
pe_0192,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In measure 165, write a short melodic gesture in Flute 1 starting on beat 1: an ascending triplet of three eighth notes (C5, D5, E5), followed by a quarter note F5 on beat 2.","[{""args"":{""actual_notes"":3,""beat"":1.0,""measure"":165,""normal_notes"":2,""part"":0,""pitches_and_durations"":[[""C5"",""eighth""],[""D5"",""eighth""],[""E5"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.0,""dots"":0,""duration"":""quarter"",""measure"":165,""part"":0,""pitch"":""F5"",""voice"":1},""name"":""add_note""}]","[""triplet"",""woodwind"",""ascending"",""2/4"",""complex_one_bar_creation""]",medium
pe_0193,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,Place a coda symbol at measure 52 to indicate the start of the concluding passage.,"[{""args"":{""measure_number"":52},""name"":""add_coda""}]","[""navigation"",""structural"",""rare_action"",""structural_layout""]",easy
pe_0194,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In measure 82, write a new melodic figure in Flute 2. Start with three triplet eighth notes on beat 1 (pitches A5, Bb5, C6), then add a quarter note D6 on beat 2. This should fit within the 2/4 meter of the bar.","[{""args"":{""actual_notes"":3,""beat"":1.0,""measure"":82,""normal_notes"":2,""part"":""Flute 2"",""pitches_and_durations"":[[""A5"",""eighth""],[""Bb5"",""eighth""],[""C6"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.0,""dots"":0,""duration"":""quarter"",""measure"":82,""part"":""Flute 2"",""pitch"":""D6"",""voice"":1},""name"":""add_note""}]","[""triplet"",""one-bar"",""woodwind"",""complex_one_bar_creation""]",medium
pe_0195,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,Add a 'To Coda' navigation mark at measure 170 for the Violin 1 part.,"[{""args"":{""measure_number"":170},""name"":""add_to_coda""}]","[""navigation"",""coda"",""single_edit"",""simple_single_edit""]",easy
pe_0196,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,Remove the tremolo ornament from the Viola part in measure 120.,"[{""args"":{""beat"":2,""measure_number"":120,""ornament_type"":""tremolo"",""part"":""Viola"",""voice"":1},""name"":""remove_ornament""}]","[""ornament"",""tremolo"",""viola"",""remove"",""simple_single_edit""]",medium
pe_0197,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In measure 165, add a descending sixteenth-note run to Violin 1 starting at beat 2 with three consecutive notes: D4, C4, and B3, each lasting one sixteenth note.","[{""args"":{""beat"":2.0,""duration"":""16th"",""measure"":165,""part"":""Violin 1"",""pitch"":""D4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.25,""duration"":""16th"",""measure"":165,""part"":""Violin 1"",""pitch"":""C4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""16th"",""measure"":165,""part"":""Violin 1"",""pitch"":""B3"",""voice"":1},""name"":""add_note""}]","[""run"",""strings"",""2/4"",""complex_run_creation""]",medium
pe_0198,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In the timpani part, there's a trill marking at the start of measure 17 that shouldn't be there. Please remove it.","[{""args"":{""beat"":1.0,""measure_number"":17,""ornament_type"":""trill"",""part"":""D, A Timpani"",""voice"":1},""name"":""remove_ornament""}]","[""ornament_removal"",""timpani"",""trill"",""rare_action"",""simple_single_edit""]",easy
pe_0199,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,Append a new English Horn part to this orchestral score as the last part listed.,"[{""args"":{""instrument"":""english horn"",""name"":""English Horn""},""name"":""add_part""}]","[""add_part"",""instrumentation"",""orchestration"",""structural_layout""]",medium
pe_0200,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In measure 75, write a two-voice counterpoint in D Trumpet 1. Voice 1 should play three triplet eighth notes G4-A4-Bb4 starting on beat 1, followed by a quarter note C5 on beat 2. Voice 2 should play three triplet eighth notes E4-D4-C4 starting on beat 1, followed by a quarter note Bb3 on beat 2.","[{""args"":{""actual_notes"":3,""beat"":1.0,""measure"":75,""normal_notes"":2,""part"":""D Trumpet 1"",""pitches_and_durations"":[[""G4"",""eighth""],[""A4"",""eighth""],[""Bb4"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.0,""duration"":""quarter"",""measure"":75,""part"":""D Trumpet 1"",""pitch"":""C5"",""voice"":1},""name"":""add_note""},{""args"":{""actual_notes"":3,""beat"":1.0,""measure"":75,""normal_notes"":2,""part"":""D Trumpet 1"",""pitches_and_durations"":[[""E4"",""eighth""],[""D4"",""eighth""],[""C4"",""eighth""]],""voice"":2},""name"":""add_tuplet""},{""args"":{""beat"":2.0,""duration"":""quarter"",""measure"":75,""part"":""D Trumpet 1"",""pitch"":""Bb3"",""voice"":2},""name"":""add_note""}]","[""multivoice"",""contrary-motion"",""triplet"",""complex_multivoice_creation""]",hard
pe_0201,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In measure 80, write a rising sixteenth-note figure in Flute 2 starting on F5 at beat 1, continuing with G5, A5, and Bb5 on the following sixteenth-note subdivisions, then add a quarter note C6 at beat 2.","[{""args"":{""beat"":1.0,""duration"":""16th"",""measure"":80,""part"":""Flute 2"",""pitch"":""F5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.25,""duration"":""16th"",""measure"":80,""part"":""Flute 2"",""pitch"":""G5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.5,""duration"":""16th"",""measure"":80,""part"":""Flute 2"",""pitch"":""A5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.75,""duration"":""16th"",""measure"":80,""part"":""Flute 2"",""pitch"":""Bb5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.0,""duration"":""quarter"",""measure"":80,""part"":""Flute 2"",""pitch"":""C6"",""voice"":1},""name"":""add_note""}]","[""sixteenth-run"",""ascending"",""woodwind"",""complex_one_bar_creation""]",medium
pe_0202,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,Could you remove measure 80 to tighten up the phrase there?,"[{""args"":{""measure_number"":80},""name"":""delete_measure""}]","[""structural"",""measure_deletion"",""phrase_editing"",""structural_layout""]",easy
pe_0203,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In measure 117, write a new melodic figure for Flute 2 starting on beat 1. The figure should begin with three triplet eighth notes ascending from D5 to E5 to F5, followed by a quarter note G5 on beat 2. Add a slur connecting all four notes.","[{""args"":{""actual_notes"":3,""beat"":1.0,""measure"":117,""normal_notes"":2,""part"":""Flute 2"",""pitches_and_durations"":[[""D5"",""eighth""],[""E5"",""eighth""],[""F5"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.0,""duration"":""quarter"",""measure"":117,""part"":""Flute 2"",""pitch"":""G5"",""voice"":1},""name"":""add_note""},{""args"":{""end_beat"":2.0,""end_measure"":117,""part"":""Flute 2"",""start_beat"":1.0,""start_measure"":117,""voice"":1},""name"":""add_slur""}]","[""tuplet"",""slur"",""woodwind"",""ascending"",""complex_one_bar_creation""]",hard
pe_0204,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,Delete measures 43 and 44 completely.,"[{""args"":{""end"":44,""start"":43},""name"":""delete_measures""}]","[""structural"",""multi-measure"",""woodwind"",""simple_single_edit""]",easy
pe_0205,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In measure 85, add a short descending gesture to Flute 2: write three sixteenth notes on beat 1 starting on Eb5 and moving down to D5 then C5, followed by a quarter note Bb4 on beat 2.","[{""args"":{""beat"":1.0,""duration"":""16th"",""measure"":85,""part"":""Flute 2"",""pitch"":""Eb5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.25,""duration"":""16th"",""measure"":85,""part"":""Flute 2"",""pitch"":""D5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.5,""duration"":""16th"",""measure"":85,""part"":""Flute 2"",""pitch"":""C5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.0,""duration"":""quarter"",""measure"":85,""part"":""Flute 2"",""pitch"":""Bb4"",""voice"":1},""name"":""add_note""}]","[""sixteenth-run"",""descending"",""woodwind"",""complex_one_bar_creation""]",medium
pe_0206,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In measure 6, add two independent voices to Oboe 1. Voice 1 should play four ascending eighth notes B4, C5, D5, E5 starting at beat 1. Voice 2 should sustain a quarter note G4 on beat 1 tied to another quarter note G4 on beat 2.","[{""args"":{""beat"":1,""dots"":0,""duration"":""eighth"",""measure"":6,""part"":""Oboe 1"",""pitch"":""B4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.5,""dots"":0,""duration"":""eighth"",""measure"":6,""part"":""Oboe 1"",""pitch"":""C5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2,""dots"":0,""duration"":""eighth"",""measure"":6,""part"":""Oboe 1"",""pitch"":""D5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""dots"":0,""duration"":""eighth"",""measure"":6,""part"":""Oboe 1"",""pitch"":""E5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1,""dots"":0,""duration"":""quarter"",""measure"":6,""part"":""Oboe 1"",""pitch"":""G4"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":2,""dots"":0,""duration"":""quarter"",""measure"":6,""part"":""Oboe 1"",""pitch"":""G4"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":1,""measure"":6,""part"":""Oboe 1"",""tie_type"":""start"",""voice"":2},""name"":""add_tie""},{""args"":{""beat"":2,""measure"":6,""part"":""Oboe 1"",""tie_type"":""stop"",""voice"":2},""name"":""add_tie""}]","[""multi-voice"",""contrary-motion"",""woodwind"",""tied-notes"",""complex_multivoice_creation""]",hard
pe_0207,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In measure 74, write a quick ascending scalar figure for Oboe 1 starting on F5. Place four sixteenth notes on beats 1, 1.25, 1.5, and 1.75 using the pitches F5, G5, A5, and Bb5.","[{""args"":{""beat"":1.0,""duration"":""16th"",""measure"":74,""part"":""Oboe 1"",""pitch"":""F5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.25,""duration"":""16th"",""measure"":74,""part"":""Oboe 1"",""pitch"":""G5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.5,""duration"":""16th"",""measure"":74,""part"":""Oboe 1"",""pitch"":""A5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.75,""duration"":""16th"",""measure"":74,""part"":""Oboe 1"",""pitch"":""Bb5"",""voice"":1},""name"":""add_note""}]","[""scalar_run"",""sixteenth_notes"",""woodwind"",""complex_run_creation""]",medium
pe_0208,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"Add a tremolo ornament with 2 marks to the sustained note in the oboe 1 part, measure 166.","[{""args"":{""beat"":1,""measure_number"":166,""ornament_type"":""tremolo"",""part"":""Oboe 1"",""tremolo_marks"":2,""voice"":1},""name"":""add_ornament""}]","[""ornament"",""tremolo"",""woodwind"",""single_edit"",""simple_single_edit""]",medium
pe_0209,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,Delete measures 90 and 91 to shorten this transitional passage.,"[{""args"":{""end"":91,""start"":90},""name"":""delete_measures""}]","[""structural"",""measure-deletion"",""phrase-editing"",""structural_layout""]",easy
pe_0210,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"Please add an English Horn part to this orchestral score, placing it in the woodwind section after the oboes.","[{""args"":{""clef_type"":""treble"",""index"":4,""instrument"":""english-horn"",""name"":""English Horn""},""name"":""add_part""}]","[""orchestration"",""instrumentation"",""woodwind"",""structural_layout""]",medium
pe_0211,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In Oboe 2, measure 9, add a triplet of three eighth notes starting at beat 1 with pitches E5, F-sharp5, and G5, then write an eighth note A5 at beat 2.","[{""args"":{""actual_notes"":3,""beat"":1.0,""measure"":9,""normal_notes"":2,""part"":""Oboe 2"",""pitches_and_durations"":[[""E5"",""eighth""],[""F#5"",""eighth""],[""G5"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.0,""duration"":""eighth"",""measure"":9,""part"":""Oboe 2"",""pitch"":""A5"",""voice"":1},""name"":""add_note""}]","[""triplet"",""scalar-figure"",""2-4-meter"",""woodwind"",""complex_one_bar_creation""]",medium
pe_0212,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,Add finger 2 to the first violin's E on beat 1 of measure 165 to help clarify the position shift.,"[{""args"":{""beat"":1.0,""finger_number"":""2"",""measure_number"":165,""part"":""Violin 1"",""voice"":1},""name"":""add_fingering""}]","[""fingering"",""strings"",""performance-marking"",""simple_single_edit""]",easy
pe_0213,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,Add a trill to the first flute's high A at the beginning of measure 64.,"[{""args"":{""beat"":1.0,""measure_number"":64,""ornament_type"":""trill"",""part"":""Flute 1"",""voice"":1},""name"":""add_ornament""}]","[""ornament"",""trill"",""woodwind"",""single-note"",""simple_single_edit""]",easy
pe_0214,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,Remove the 2nd bassoon part entirely.,"[{""args"":{""part"":""Bassoon 2""},""name"":""remove_part""}]","[""orchestration"",""part_removal"",""simplification"",""structural_layout""]",easy
pe_0215,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In measure 63, add a brief descending three-note eighth-note figure to Bb (basso) Horn 3 starting at beat 1. Use the pitches E4, D4, and C4 in that order.","[{""args"":{""beat"":1.0,""dots"":0,""duration"":""eighth"",""measure"":63,""part"":""Bb (basso) Horn 3"",""pitch"":""E4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.5,""dots"":0,""duration"":""eighth"",""measure"":63,""part"":""Bb (basso) Horn 3"",""pitch"":""D4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.0,""dots"":0,""duration"":""eighth"",""measure"":63,""part"":""Bb (basso) Horn 3"",""pitch"":""C4"",""voice"":1},""name"":""add_note""}]","[""one_bar_creation"",""rest_to_notes"",""single_voice"",""complex_one_bar_creation""]",easy
pe_0216,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"Write a descending sixteenth-note run in Flute 2, measure 129, starting on G5 at beat 1. The run should contain exactly eight pitches: G5, F5, Eb5, D5, C5, Bb4, A4, G4, with each note lasting one sixteenth note. This measure currently contains only rests.","[{""args"":{""beat"":1.0,""duration"":""16th"",""measure"":129,""part"":""Flute 2"",""pitch"":""G5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.25,""duration"":""16th"",""measure"":129,""part"":""Flute 2"",""pitch"":""F5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.5,""duration"":""16th"",""measure"":129,""part"":""Flute 2"",""pitch"":""Eb5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.75,""duration"":""16th"",""measure"":129,""part"":""Flute 2"",""pitch"":""D5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.0,""duration"":""16th"",""measure"":129,""part"":""Flute 2"",""pitch"":""C5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.25,""duration"":""16th"",""measure"":129,""part"":""Flute 2"",""pitch"":""Bb4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""16th"",""measure"":129,""part"":""Flute 2"",""pitch"":""A4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.75,""duration"":""16th"",""measure"":129,""part"":""Flute 2"",""pitch"":""G4"",""voice"":1},""name"":""add_note""}]","[""run"",""descending"",""sixteenth-notes"",""woodwind"",""empty-measure"",""complex_run_creation""]",medium
pe_0217,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In measure 80, add two independent voices in Oboe 2. Voice 1 should play an ascending line: quarter note F4 on beat 1 followed by quarter note G4 on beat 2. Voice 2 should play a descending line in contrary motion: quarter note D4 on beat 1 followed by quarter note C4 on beat 2.","[{""args"":{""beat"":1.0,""dots"":0,""duration"":""quarter"",""measure"":80,""part"":""Oboe 2"",""pitch"":""F4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.0,""dots"":0,""duration"":""quarter"",""measure"":80,""part"":""Oboe 2"",""pitch"":""G4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.0,""dots"":0,""duration"":""quarter"",""measure"":80,""part"":""Oboe 2"",""pitch"":""D4"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":2.0,""dots"":0,""duration"":""quarter"",""measure"":80,""part"":""Oboe 2"",""pitch"":""C4"",""voice"":2},""name"":""add_note""}]","[""multivoice"",""contrary-motion"",""woodwind"",""complex_multivoice_creation""]",hard
